model_condition,stratum,level,metric,n,mean,std,median,min,p10,p25,p75,p90,p95,max,positive,zero,negative,trimmed_mean_10pct,trimmed_mean_20pct,mean_drop_largest_1,mean_drop_largest_abs_1,mean_drop_largest_2,mean_drop_largest_abs_2,mean_drop_largest_5,mean_drop_largest_abs_5
deepseek_formal,season,autumn,ED_kwh,18,0.6959305555555554,2.9525832904095273,0.0,0.0,0.0,0.0,0.0,0.0,1.8790124999999815,12.526749999999996,1,17,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deepseek_formal,season,autumn,ED_avg_kw,18,0.031277777777777765,0.1327003726026754,0.0,0.0,0.0,0.0,0.0,0.0,0.08444999999999918,0.5629999999999998,1,17,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deepseek_formal,season,autumn,ED_per_soc_gap,18,0.0069593055555555545,0.029525832904095276,0.0,0.0,0.0,0.0,0.0,0.0,0.018790124999999817,0.12526749999999998,1,17,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deepseek_formal,season,autumn,soc_direction_net_energy_kwh,18,0.34824587500000004,1.4774821183964568,0.0,-0.0,0.0,0.0,0.0,0.0,0.9402638624999912,6.2684257500000005,1,17,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deepseek_formal,season,autumn,terminal_alignment_kwh,18,0.36657460526321806,1.5552443351544203,0.0,0.0,0.0,0.0,0.0,0.0,0.9897514342106795,6.598342894737925,1,17,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deepseek_formal,season,autumn,alignment_total_violation_energy,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,18,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deepseek_formal,season,spring,ED_kwh,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,18,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deepseek_formal,season,spring,ED_avg_kw,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,18,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deepseek_formal,season,spring,ED_per_soc_gap,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,18,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deepseek_formal,season,spring,soc_direction_net_energy_kwh,18,0.17361111111111108,0.7365695637359868,0.0,-0.0,0.0,0.0,0.0,0.0,0.4687499999999955,3.1249999999999996,1,17,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deepseek_formal,season,spring,terminal_alignment_kwh,18,0.18274853801173663,0.775336382880159,0.0,0.0,0.0,0.0,0.0,0.0,0.49342105263168423,3.2894736842112593,1,17,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deepseek_formal,season,spring,alignment_total_violation_energy,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,18,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deepseek_formal,season,summer,ED_kwh,12,5187.5,7520.521167868862,0.0,0.0,0.0,0.0,11312.5,11500.0,16674.999999999993,23000.0,5,7,0,3925.0,3468.75,3568.181818181818,3568.181818181818,2775.0,2775.0,0.0,0.0
deepseek_formal,season,summer,ED_avg_kw,12,227.27272727272725,327.77738867854447,0.0,0.0,0.0,0.0,500.0,500.0,724.9999999999997,1000.0,5,7,0,172.72727272727272,153.4090909090909,157.02479338842974,157.02479338842974,122.72727272727272,122.72727272727272,0.0,0.0
